T,P,S,PT,Y,BAI,DBH,H,Hc,SMx,t60,t300,L16,L17
B220,B2,B,SB,1985,8.786673369,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,1986,9.16631285,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,1987,5.484592455,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,1988,3.20634402,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,1989,2.121002298,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,1990,11.28504063,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,1991,14.03231629,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,1992,4.767203489,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,1993,6.192305315,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,1994,6.762350443,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,1995,3.716519817,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,1996,2.657432385,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,1997,6.075692537,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,1998,5.484174623,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,1999,3.63421009,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2000,1.96787793,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2001,0.507269824,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2002,1.807747811,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2003,1.246558832,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2004,0.85167006,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2005,0.796167543,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2006,0.569445084,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2007,0.741217946,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2008,1.371192096,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2009,0.686953216,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2010,1.204345252,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2011,0.746935645,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2012,0.575288447,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2013,0.806459401,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2014,0.288319666,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2015,0.692608083,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2016,0.693512861,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2017,0.520728407,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B220,B2,B,SB,2018,0.695096224,18.45,12.1,65.2892561983471,65,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2001,12.42291293,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2002,8.381341943,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2003,10.24201931,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2004,9.720263599,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2005,6.376201582,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2006,11.31980864,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2007,12.91302966,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2008,13.83866223,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2009,12.75881516,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2010,12.73262056,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2011,15.01290474,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2012,9.908734026,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2013,13.24610131,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2014,12.20156888,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2015,12.24390184,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2016,16.96913993,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2017,10.55881751,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B221,B2,B,SB,2018,14.27665365,21.85,12.4,62.0967741935484,28,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,1993,6.875413221,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,1994,5.731144646,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,1995,7.611224486,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,1996,5.173785269,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,1997,6.368401008,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,1998,5.529338159,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,1999,6.973195293,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2000,7.836523804,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2001,5.73507792,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2002,9.956112385,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2003,7.898501143,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2004,7.221180051,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2005,4.023500543,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2006,6.735298189,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2007,10.38052584,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2008,12.21469759,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2009,7.465416888,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2010,8.369909688,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2011,9.497571804,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2012,6.176663325,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2013,5.977467501,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2014,8.381294819,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2015,7.758175624,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2016,12.07027229,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2017,6.689057087,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B222,B2,B,SB,2018,8.327784072,19.65,12.1,50.4132,66,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1978,4.177140132,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1979,2.802775027,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1980,2.511744167,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1981,1.944771516,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1982,3.921483605,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1983,3.126717212,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1984,2.859251439,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1985,2.453920013,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1986,2.693563842,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1987,3.116811771,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1988,4.125187614,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1989,3.443389752,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1990,1.251912106,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1991,1.611860084,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1992,3.047674741,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1993,2.847863165,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1994,1.689674193,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1995,2.028667748,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1996,1.972643726,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1997,1.557648762,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1998,1.934419968,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,1999,2.052113454,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2000,2.142817517,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2001,1.611737562,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2002,2.07013363,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2003,1.204310694,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2004,0.477883367,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2005,0.351346298,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2006,0.640759238,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2007,0.611049196,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2008,1.65140017,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2009,1.044516725,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2010,0.787609845,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2011,1.752125913,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2012,1.300572235,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2013,1.445041514,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2014,1.456659124,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2015,1.536851418,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2016,1.238642019,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2017,0.44928859,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B230,B2,B,SB,2018,0.623844903,11.05,8.9,58.4269662921348,20,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1973,4.622240979,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1974,4.734175925,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1975,5.790583579,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1976,4.368321753,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1977,4.458953559,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1978,3.18356119,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1979,2.401282628,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1980,4.074520008,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1981,1.967092532,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1982,2.724891804,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1983,1.660378841,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1984,1.138412647,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1985,3.599008544,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1986,1.713239279,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1987,2.170309594,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1988,3.01520324,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1989,1.730690826,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1990,0.946169167,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1991,0.988181686,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1992,1.835494357,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1993,0.730549097,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1994,0.81008794,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1995,0.464151465,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1996,0.581461676,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1997,0.738547592,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1998,0.15577273,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,1999,0.545996237,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2000,0.390751294,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2001,0.234752369,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2002,0.548635175,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2003,0.510549647,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2004,0.551010219,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2005,0.315415902,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2006,1.067497476,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2007,1.510163589,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2008,2.081242301,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2009,0.966303635,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2010,1.37512537,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2011,1.015755445,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2012,0.652144369,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2013,0.449282307,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2014,0.245383519,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B239,B2,B,SB,2015,0.532440265,13.05,11.9,35.2941176470588,120,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1984,3.929651746,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1985,6.529589844,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1986,6.06490745,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1987,7.142976385,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1988,9.748660455,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1989,8.214061559,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1990,5.213937964,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1991,4.395716441,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1992,8.486070076,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1993,6.749570445,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1994,5.597978817,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1995,5.287441808,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1996,5.651332485,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1997,4.805546627,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1998,5.062761384,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,1999,5.473119358,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2000,7.57251064,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2001,5.866082334,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2002,5.344125564,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2003,4.182565663,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2004,2.777444366,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2005,2.432318422,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2006,3.38671542,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2007,6.056912096,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2008,6.032514488,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2009,4.916363167,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2010,4.255438046,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2011,3.796291138,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2012,1.992548857,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2013,1.611030704,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2014,2.28668047,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2015,0.895228243,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2016,2.188857557,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2017,0.957108193,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B250,B2,B,SB,2018,0.338236431,17.95,12.9,38.7596899224806,55,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,1997,23.78421887,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,1998,13.61732132,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,1999,17.78105314,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2000,19.2874688,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2001,13.96262005,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2002,16.13353283,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2003,15.28490698,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2004,12.20259932,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2005,8.758483858,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2006,12.12139543,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2007,15.67944703,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2008,15.81915052,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2009,11.9244804,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2010,8.851641505,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2011,11.26713356,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2012,10.84605961,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2013,11.82935298,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2014,13.64459977,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2015,14.2448733,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2016,16.32768954,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2017,12.26211051,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B259,B2,B,SB,2018,10.22556993,29.7,14.2,73.943661971831,150,0,0,2610.11513157895,2050.46052631579
B263,B2,B,SB,1997,10.10185401,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,1998,11.73348099,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,1999,13.01877566,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2000,12.09286977,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2001,12.64428211,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2002,13.32588205,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2003,11.38136187,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2004,10.45811062,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2005,6.847541011,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2006,9.040269011,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2007,10.22641188,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2008,10.96609672,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2009,6.914268439,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2010,7.245920093,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2011,9.853124694,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2012,6.912597112,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2013,4.933635643,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2014,6.366626008,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2015,9.253473197,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2016,7.734425184,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2017,6.095038465,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B263,B2,B,SB,2018,9.061889452,22.15,14.6,45.8904109589041,250,0,33,2610.11513157895,2050.46052631579
B276,B2,B,SB,1989,5.217217787,18.65,13.7,43.0656934306569,96,0,0,2610.11513157895,2050.46052631579
