T,P,S,PT,Y,BAI,DBH,H,Hc,SMx,t60,t300,L16,L17
P513,P5,P,NB,1986,3.258990829,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,1987,6.455127815,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,1988,3.995870236,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,1989,8.477509236,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,1990,4.754200437,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,1991,5.4034137,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,1992,5.78857296,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,1993,3.085647172,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,1994,4.550911118,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,1995,3.743468399,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,1996,6.507573562,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,1997,7.647600988,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,1998,6.390593218,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,1999,6.14073293,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2000,7.292516195,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2001,8.650563867,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2002,3.966851345,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2003,3.693429111,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2004,4.17841876,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2005,1.046505354,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2006,2.571918233,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2007,3.627496506,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2008,3.157555086,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2009,1.245764009,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2010,4.608942617,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2011,4.430487588,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2012,2.799966444,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2013,2.224420386,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2014,1.549383231,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2015,2.036006509,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2016,3.107814249,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2017,2.919419221,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P513,P5,P,NB,2018,4.585126204,31.1,20.8,53.8461538461539,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1974,4.06687023,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1975,3.775638308,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1976,4.333487774,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1977,5.678595226,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1978,2.969232314,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1979,4.864014808,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1980,3.861227858,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1981,5.224682211,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1982,7.488463612,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1983,5.371410296,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1984,7.82649584,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1985,8.293691508,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1986,9.758594171,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1987,5.533485061,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1988,6.227657657,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1989,5.425891796,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
P514,P5,P,NB,1990,4.443836216,31.2,18.2,49.4505494505495,0,0,0,2670.4298245614,3460.92105263158
